ItemName	ItemGenre	DetailType	ParticularType	ImageName	ObjIdx	Width	Height	Intro	Series	Price	Level	PropType1	Min	Max	PropType2	Min	Max	PropType3	Min	Max	PropType4	Min	Max	PropType5	Min	Max	PropType6	Min	Max	PropType7	Min	Max	PropReq1	Param	PropReq2	Param	PropReq3	Param	PropReq4	Param	PropReq5	Param	PropReq6	Param	Magic1	Magic2	Magic3	Magic4	Magic5	Magic6	Set	SetNum	SetId	ExtraMagic1	ExtraMagic2
Ma Hoµng HuyÕt Y Thó Tr¹c	0	8	1	\spr\item\equip\bangle\obj-bangle18.spr	34	1	2	Trang bÞ Hoµng Kim	1	49999	10	30	111	111	31	80	80																36	80	32	90	39	7							129	130					22	5	4		
Ma Hoµng §¨ng §¹p Ngoa	0	5	0	\spr\item\equip\boots\obj-shoes04.spr	26	2	2	Trang bÞ Hoµng Kim	2	49999	10	30	140	140	31	80	80																36	99	32	110	39	7							4	320	255	312	6	256	22	5	5		
Ma ThÞ LiÖt DiÖm Qu¸n MiÖn	0	7	2	\spr\item\equip\cap\obj-ma-cap09-3.spr	28	2	2	Trang bÞ Hoµng Kim	3	49999	10	30	315	315	31	85	85																36	85	32	110	39	7							2	345	423	307	6	250	23	5	1		
Ma ThÞ LÖ Ma PhÖ T©m Liªn	0	4	1	\spr\item\equip\nick\obj-neck16.spr	36	2	1	Trang bÞ Hoµng Kim	1	49999	10																						36	95	39	7									2	317	8	107			23	5	2		
Ma ThÞ NghiÖp Háa U Minh Giíi	0	3	0	\spr\item\equip\ring\obj-ring03.spr	37	1	1	Trang bÞ Hoµng Kim	2	49999	10																						36	80	39	7									129	130					23	5	3		
Ma ThÞ HuyÕt Ngäc ThÊt S¸t Béi	0	9	1	\spr\item\equip\waist\obj-waist13.spr	34	1	2	Trang bÞ Hoµng Kim	0	49999	10																						36	90	39	7									2	309	252	311	6	420	23	5	4		
Ma ThÞ s¬n  H¶i Phi Hång Lý 	0	5	0	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	Trang bÞ Hoµng Kim	4	49999	10	30	140	140	31	80	80																36	99	32	110	39	7							2	320	253	312	6	251	23	5	5		
L¨ng Nh¹c Th¸i Cùc KiÕm	0	0	0	\spr\item\equip\closeweapon\obj-sword22.spr	9	1	3	Trang bÞ Hoµng Kim	4	49999	10	28	46	46	29	86	86	167	0	0	31	99	99										36	90	32	80	39	8							2	152	6	311	423	167	24	5	1		
L¨ng Nh¹c V« Ng· ®¹o bµo	0	2	15	\spr\item\equip\armor\obj-ma-cloth06-3.spr	24	2	3	Trang bÞ Hoµng Kim	3	49999	10	30	630	630	31	90	90																36	95	32	130	39	8							2	306	263	313	6	285	24	5	2		
L¨ng Nh¹c Né L«i Giíi	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	Trang bÞ Hoµng Kim	1	49999	10																						36	85	39	8									2	309	265	313	6	417	24	5	3		
L¨ng Nh¹c V« Cùc HuyÒn Ngäc Béi	0	9	1	\spr\item\equip\waist\obj-waist20.spr	36	1	2	Trang bÞ Hoµng Kim	2	49999	10																						36	99	39	8									2	347	266	313	8	264	24	5	4		
L¨ng Nh¹c Thiªn §Þa HuyÒn Hoµng giíi	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	Trang bÞ Hoµng Kim	0	49999	10																						36	80	39	8									129	130					24	5	5		
CËp Phong Ch©n Vò KiÕm	0	0	0	\spr\item\equip\closeweapon\obj-sword24.spr	9	1	3	Trang bÞ Hoµng Kim	2	49999	10	28	46	46	29	86	86	167	0	0	31	99	99										36	99	32	135	39	8							46	69	51	73	43	167	25	5	1		
CËp Phong Tam Thanh Phï 	0	4	1	\spr\item\equip\nick\obj-neck17.spr	36	2	1	Trang bÞ Hoµng Kim	0	49999	10	31	60	60																			36	95	39	8									2	84	62	95	89	107	25	5	2		
CËp Phong HuyÒn Ti Tam §o¹n cÈm	0	6	0	\spr\item\equip\sash\obj-sash10.spr	32	2	1	Trang bÞ Hoµng Kim	4	49999	10	30	140	140	31	80	80																36	85	32	110	39	8							2	309	259	307	421	425	25	5	3		
CËp Phong Thóy Ngäc HuyÒn Hoµng Béi	0	9	1	\spr\item\equip\waist\obj-waist20.spr	36	1	2	Trang bÞ Hoµng Kim	3	49999	10																						36	90	39	8									2	348	258	313	6	260	25	5	4		
CËp Phong Thanh Tïng Ph¸p giíi	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	Trang bÞ Hoµng Kim	1	49999	10																						36	80	39	8									129	130					25	5	5		
S­¬ng Tinh Thiªn Niªn Hµn ThiÕt	0	0	1	\spr\item\equip\closeweapon\obj-blade24.spr	10	1	4	Trang bÞ Hoµng Kim	2	49999	10	28	40	40	29	114	114	167	-20	-20	31	99	99										36	99	32	135	39	9							113	69	46	73	43	168	26	5	1		
S­¬ng Tinh Ng¹o S­¬ng ®¹o bµo	0	2	15	\spr\item\equip\armor\obj-ma-cloth05-3.spr	24	2	3	Trang bÞ Hoµng Kim	0	49999	10	30	720	720	31	90	90																36	95	32	260	39	9							4	306	267	317	6	278	26	5	2		
S­¬ng Tinh Thanh Phong Lò ®¸i	0	6	0	\spr\item\equip\sash\obj-sash10.spr	33	2	1	Trang bÞ Hoµng Kim	4	49999	10	30	160	160	31	80	80																36	85	32	135	39	9							418	309	269	307	6	417	26	5	3		
S­¬ng Tinh Thiªn Tinh B¨ng Tinh thñ 	0	8	1	\spr\item\equip\bangle\obj-bangle20.spr	34	1	2	Trang bÞ Hoµng Kim	3	49999	10	30	140	140	31	80	80																36	90	32	110	39	9							2	349	270	313	6	268	26	5	4		
S­¬ng Tinh Phong B¹o chØ hoµn	0	3	0	\spr\item\equip\ring\obj-ring07.spr	37	1	1	Trang bÞ Hoµng Kim	1	49999	10																						36	80	39	9									129	130					26	5	5		
L«i Khung Hµn Tung B¨ng B¹ch quan	0	7	1	\spr\item\equip\cap\obj-ma-cap05-2.spr	28	2	2	Trang bÞ Hoµng Kim	4	49999	10	30	315	315	31	85	85																36	95	32	110	39	9							418	304	152	313	6	272	27	5	1		
L«i Khung Thiªn §Þa Hé phï 	0	4	1	\spr\item\equip\nick\obj-neck18.spr	36	2	1	Trang bÞ Hoµng Kim	3	49999	10																						36	99	39	9									4	95	26	107	322	278	27	5	2		
L«i Khung Phong L«i Thanh CÈm ®¸i	0	6	0	\spr\item\equip\sash\obj-sash09.spr	32	2	1	Trang bÞ Hoµng Kim	1	49999	10	30	140	140	31	80	80																36	90	32	110	39	9							418	309	274	424	6	417	27	5	3		
L«i Khung Linh Ngäc UÈn L«i	0	9	1	\spr\item\equip\waist\obj-waist19.spr	36	1	2	Trang bÞ Hoµng Kim	2	49999	10																						36	85	39	9									2	350	275	273			27	5	4		
L«i Khung Cöu Thiªn DÉn L«i giíi	0	3	0	\spr\item\equip\ring\obj-ring08.spr	37	1	1	Trang bÞ Hoµng Kim	0	49999	10																						36	80	39	9									129	130					27	5	5		
Vô ¶o B¾c Minh §¹o qu¸n	0	7	1	\spr\item\equip\cap\obj-ma-cap05-2.spr	28	2	2	Trang bÞ Hoµng Kim	0	49999	10	30	315	315	31	85	85																36	95	32	110	39	9							4	271	351	313	6	352	28	5	1		
Vô ¶o Ki B¸n phï chó 	0	4	1	\spr\item\equip\nick\obj-neck20.spr	36	2	1	Trang bÞ Hoµng Kim	4	49999	10																						36	99	39	9									2	313	169	95	8	107	28	5	2		
Vô ¶o Thóc T©m chØ hoµn	0	3	0	\spr\item\equip\ring\obj-ring05.spr	37	1	1	Trang bÞ Hoµng Kim	3	49999	10																						36	80	39	9									129	130					28	5	3		
Vô ¶o Thanh ¶nh HuyÒn Ngäc Béi	0	9	1	\spr\item\equip\waist\obj-waist18.spr	36	1	2	Trang bÞ Hoµng Kim	1	49999	10																						36	90	39	9									418	309	353	307	6	417	28	5	4		
Vô ¶o Tung Phong TuyÕt ¶nh ngoa	0	5	0	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	Trang bÞ Hoµng Kim	2	49999	10	30	140	140	31	80	80																36	85	32	110	39	9							418	354	320	88	6	423	28	5	5		
V« Danh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	B¹n ®· trë thµnh ng­êi mµ ai còng ng­ìng mé! Xin chóc mõng! <color>	2	49999	10																						36	60											129	130					29	2	1		
V« Danh Giíi ChØ 	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	Vinh quang chØ dµnh cho nh÷ng ai thùc sù muèn cã <color>	3	49999	10																						36	60											129	130					29	2	2		
§éng S¸t B¹ch Kim §iªu Long Giíi	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	Trang bÞ Hoµng Kim	3	49999	10	31	60	60																			36	85											53	6	301	2	11	100	30	4	1		
§éng S¸t B¹ch Ngäc Cµn Kh«n Béi	0	9	1	\spr\item\equip\waist\obj-waist20.spr	36	1	2	Trang bÞ Hoµng Kim	4	49999	10	31	60	60																			36	80											65	6	298	2	11	100	30	4	2		
§éng S¸t B¹ch Kim Tó Phông Giíi	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	Trang bÞ Hoµng Kim	0	49999	10	31	60	60																			36	85											53	6	301	2	11	100	30	4	3		
§éng S¸t PhØ Thóy Ngäc H¹ng Khuyªn	0	4	1	\spr\item\equip\nick\obj-neck20.spr	36	2	1	Trang bÞ Hoµng Kim	2	49999	10	31	60	60																			36	85											65	6	298	2	11	100	30	4	4		
§Þnh NghiÖp §Çu qu¸n	0	7	6	\spr\item\equip\cap\obj-ma-cap20-3.spr	28	2	2	Trang bÞ Hoµng Kim	0	49999	10	30	310	310	31	60	60																36	90																	31	6	1		
§Þnh NghiÖp ChiÕn bµo	0	2	20	\spr\item\equip\armor\obj-ma-cloth20-3.spr	22	2	3	Trang bÞ Hoµng Kim	4	49999	10	30	630	630	31	60	60																36	90																	31	6	2		
§Þnh NghiÖp Yªu ®¸i	0	6	1	\spr\item\equip\sash\obj-sash20.spr	33	2	1	Trang bÞ Hoµng Kim	3	49999	10	30	140	140	31	60	60																36	90																	31	6	3		
§Þnh NghiÖp Hé uyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle20.spr	34	1	2	Trang bÞ Hoµng Kim	1	49999	10	30	115	115	31	60	60																36	90																	31	6	4		
§Þnh NghiÖp ChiÕn ngoa	0	5	1	\spr\item\equip\boots\obj-shoes10.spr	26	2	2	Trang bÞ Hoµng Kim	2	49999	10	30	140	140	31	60	60																36	90																	31	6	5		
§Þnh NghiÖp Ban chØ 	0	3	0	\spr\item\equip\ring\obj-ring08.spr	37	1	1	Trang bÞ Hoµng Kim	2	49999	10	31	60	60																			36	90																	31	6	6		
§Þnh Quèc §Çu qu¸n	0	7	4	\spr\item\equip\cap\obj-ma-cap15-3.spr	31	2	2	Trang bÞ Hoµng Kim	0	49999	10	30	350	350	31	60	60																36	99																	32	6	1		
§Þnh Quèc ChiÕn bµo	0	2	18	\spr\item\equip\armor\obj-ma-cloth14-1.spr	23	2	3	Trang bÞ Hoµng Kim	4	49999	10	30	720	720	31	60	60																36	99																	32	6	2		
§Þnh Quèc Yªu c« 	0	6	0	\spr\item\equip\sash\obj-sash10.spr	33	2	1	Trang bÞ Hoµng Kim	3	49999	10	30	160	160	31	60	60																36	99																	32	6	3		
§Þnh Quèc Hé uyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle19.spr	34	1	2	Trang bÞ Hoµng Kim	1	49999	10	30	135	135	31	60	60																36	99																	32	6	4		
§Þnh Quèc ChiÕn ngoa	0	5	1	\spr\item\equip\boots\obj-shoes09.spr	26	2	2	Trang bÞ Hoµng Kim	2	49999	10	30	160	160	31	60	60																36	99																	32	6	5		
§Þnh Quèc Ban chØ 	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	Trang bÞ Hoµng Kim	2	49999	10	31	60	60																			36	99																	32	6	6		
 §å phæ Hoµng Kim - §Þnh Quèc Thanh Sa Tr­êng Sam	0	2	3	\Spr\item\equip\armor\obj-ma-cloth11-3.spr	22	2	3	Trang bÞ Hoµng Kim	0	49999	8	30	630	630	31	80	80																36	85											306	2					33				
 §å phæ Hoµng Kim - §Þnh Quèc ¤ Sa Ph¸t Qu¸n	0	7	3	\Spr\item\equip\cap\obj-ma-cap12-1.spr	28	2	2	Trang bÞ Hoµng Kim	2	49999	9	30	260	260	31	70	70																36	75											1	307					33				
 §å phæ Hoµng Kim - §Þnh Quèc XÝch Quyªn NhuyÔn Ngoa	0	5	1	\Spr\item\equip\boots\obj-shoes06.spr	26	2	2	Trang bÞ Hoµng Kim	1	49999	8	30	140	140	31	70	70																36	80											308	2					33				
 §å phæ Hoµng Kim - §Þnh Quèc Tö §»ng Hé uyÓn	0	8	1	\Spr\item\equip\bangle\obj-bangle13.spr	34	1	2	Trang bÞ Hoµng Kim	3	49999	8	30	111	111	31	60	60																36	75											1	309					33				
 §å phæ Hoµng Kim - §Þnh Quèc Ng©n Tµm Yªu ®¸i	0	6	1	\Spr\item\equip\sash\obj-sash17.spr	33	2	1	Trang bÞ Hoµng Kim	4	49999	8	30	140	140	31	60	60																36	75											1	28					33				
 §å phæ Hoµng Kim - An Bang B¨ng Tinh Th¹ch H¹ng Liªn	0	4	0	\Spr\item\equip\nick\obj-neck07.spr	36	2	1	Trang bÞ Hoµng Kim	4	49999	10																						36	85											310						34				
 §å phæ Hoµng Kim - An Bang Cóc Hoa Th¹ch ChØ hoµn	0	3	0	\Spr\item\equip\ring\obj-ring07.spr	37	1	1	Trang bÞ Hoµng Kim	2	49999	8																						36	80											6	312					34				
 §å phæ Hoµng Kim - An Bang §iÒn Hoµng Th¹ch Ngäc Béi	0	9	1	\Spr\item\equip\waist\obj-waist18.spr	36	1	2	Trang bÞ Hoµng Kim	1	49999	8																						36	75											6	313					34				
 §å phæ Hoµng Kim - An Bang Kª HuyÕt Th¹ch Giíi ChØ 	0	3	0	\Spr\item\equip\ring\obj-ring06.spr	37	1	1	Trang bÞ Hoµng Kim	3	49999	8																						36	80											6	311					34				
Thiªn Hoµng Long Long §µi	0	7	4	\spr\item\equip\cap\obj-ma-cap08-3.spr	28	2	2	Trang bÞ Hoµng Kim	2	49999	6	30	315	315	31	75	75																36	60											2	316					35	9	1		
Thiªn Hoµng Long B¹ch Long Tøc	0	2	18	\spr\item\equip\armor\obj-ma-cloth13-3.spr	22	2	3	Trang bÞ Hoµng Kim	0	49999	6	30	630	630	31	80	80																36	60											2	316					35	9	2		
Thiªn Hoµng Long TrÊn Minh Liªn	0	4	1	\spr\item\equip\nick\obj-neck13.spr	36	2	1	Trang bÞ Hoµng Kim	1	49999	6																						36	60											6	316					35	9	3		
Thiªn Hoµng Long Cöu HiÖn chØ 	0	3	0	\Spr\item\equip\ring\obj-ring08.spr	37	1	1	Trang bÞ Hoµng Kim	2	49999	6																						36	60											6	316					35	9	4		
Thiªn Hoµng Long Ngäc Tiªu Diªu	0	6	1	\Spr\item\equip\sash\obj-sash20.spr	33	2	1	Trang bÞ Hoµng Kim	4	49999	6	30	140	140	31	70	70																36	60											2	316					35	9	5		
Thiªn Hoµng Long Hoµng Kim L©n	0	8	1	\Spr\item\equip\bangle\obj-bangle20.spr	34	1	2	Trang bÞ Hoµng Kim	3	49999	6	30	111	111	31	70	70																36	60											2	316					35	9	6		
Thiªn Hoµng Long Bµn Long c«i	0	9	1	\Spr\item\equip\waist\obj-waist16.spr	36	1	2	Trang bÞ Hoµng Kim	0	49999	6																						36	60											6	316					35	9	7		
Thiªn Hoµng Long Long Khèc Thiªn Lý 	0	5	1	\Spr\item\equip\boots\obj-shoes07.spr	26	2	2	Trang bÞ Hoµng Kim	4	49999	6	30	140	140	31	75	75																36	60											2	316					35	9	8		
Thiªn Hoµng Long Né Long §ång	0	3	0	\Spr\item\equip\ring\obj-ring09.spr	37	1	1	Trang bÞ Hoµng Kim	1	49999	6																						36	60											6	316					35	9	9		
Kim Phong Thanh D­¬ng Kh«i	0	7	4	\spr\item\equip\cap\obj-ma-cap13-2.spr	28	2	2	Trang bÞ Hoµng Kim	2	49999	5	30	315	315	31	75	75																36	40											2	358	6				36	9	1		
Kim Phong Kú L©n HuyÕt	0	2	18	\spr\item\equip\armor\obj-ma-cloth14-1.spr	22	2	3	Trang bÞ Hoµng Kim	0	49999	5	30	630	630	31	80	80																36	40											2	37	6				36	9	2		
Kim Phong Tr¹c Liªn Quang	0	4	1	\spr\item\equip\nick\obj-neck19.spr	36	2	1	Trang bÞ Hoµng Kim	1	49999	5																						36	30											366	355	368				36	9	3		
Kim Phong C«ng CÈn Tam Th¸n	0	3	0	\spr\item\equip\ring\obj-ring07.spr	37	1	1	Trang bÞ Hoµng Kim	2	49999	5																						36	40											367	318	368				36	9	4		
Kim Phong §o¹t Hån Ngäc ®¸i	0	6	1	\spr\item\equip\sash\obj-sash09.spr	33	2	1	Trang bÞ Hoµng Kim	4	49999	5	30	140	140	31	70	70																36	50											314	365	363				36	9	5		
Kim Phong HËu NghÖ dÉn cung	0	8	1	\spr\item\equip\bangle\obj-bangle20.spr	34	1	2	Trang bÞ Hoµng Kim	3	49999	5	30	111	111	31	70	70																36	50											314	359	363				36	9	6		
Kim Phong Lan §×nh Ngäc	0	9	1	\spr\item\equip\waist\obj-waist17.spr	36	1	2	Trang bÞ Hoµng Kim	0	49999	5																						36	40											367	361	368				36	9	7		
Kim Phong Thiªn Lý Th¶o Th­îng Phi	0	5	1	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	Trang bÞ Hoµng Kim	4	49999	5	30	140	140	31	75	75																36	30											2	360	364				36	9	8		
Kim Phong §ång T­íc Xu©n Th©m	0	3	0	\Spr\item\equip\ring\obj-ring06.spr	37	1	1	Trang bÞ Hoµng Kim	1	49999	5																						36	60											367	356	368				36	9	9		
HiÖp Cèt ThiÕt HuyÕt Sam	0	2	3	\spr\item\equip\armor\obj-ma-cloth11-3.spr	22	2	3	Trang bÞ Hoµng Kim	2	49999	5	30	360	360	31	60	60																36	40	32	50	33	50			38	0			2	306					37	4	1		
HiÖp Cèt §a T×nh Hoµn	0	4	1	\spr\item\equip\nick\obj-neck14.spr	36	2	1	Trang bÞ Hoµng Kim	2	49999	5																						36	35	38	0									6	26	2				37	4	2		
HiÖp Cèt §an T©m Giíi	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	Trang bÞ Hoµng Kim	0	49999	5																						36	45	38	0									55						37	4	3		
HiÖp Cèt T×nh ý KÕt	0	9	1	\spr\item\equip\waist\obj-waist13.spr	36	1	2	Trang bÞ Hoµng Kim	4	49999	5																						36	50	38	0									3	84	366				37	4	4		
Nhu T×nh C©n Quèc Nghª Th­êng	0	2	11	\spr\item\equip\armor\obj-fm-cloth14-3.spr	25	2	3	Trang bÞ Hoµng Kim	0	49999	5	30	360	360	31	60	60																36	40	32	50	33	50			38	1			2	91	130				38	4	1		
Nhu T×nh Thôc N÷ H¹ng Liªn	0	4	0	\spr\item\equip\nick\obj-neck07.spr	36	2	1	Trang bÞ Hoµng Kim	0	49999	5																						36	35	38	1									6	34					38	4	2		
Nhu T×nh  Phông Nghi Giíi ChØ 	0	3	0	\spr\item\equip\ring\obj-ring08.spr	37	1	1	Trang bÞ Hoµng Kim	4	49999	5																						36	45	38	1									63						38	4	3		
Nhu T×nh  TuÖ T©m Ngäc Béi	0	9	0	\spr\item\equip\waist\obj-waist16.spr	36	1	2	Trang bÞ Hoµng Kim	3	49999	5																						36	50	38	1									1	95					38	4	4		
Kim Quang TrÝch Tinh Hoµn	0	7	5	\spr\item\equip\cap\obj-ma-cap18-3.spr	28	2	2	Trang bÞ Hoµng Kim	3	49999	10	30	250	250	31	30	30																36	90	32	165	33	65							398	378	399	400	401	402	39	9	1		
Kim Quang §­êng Nghª Gi¸p	0	2	4	\spr\item\equip\armor\obj-ma-cloth15-3.spr	22	2	3	Trang bÞ Hoµng Kim	2	49999	10	30	630	630	31	93	93																36	90	32	260									403	388	404	405	406		39	9	2		
Kim Quang Lôc PhØ Thóy Hé Th©n Phï	0	4	1	\spr\item\equip\nick\obj-neck20.spr	26	2	1	Trang bÞ Hoµng Kim	2	49999	10																						36	90											373	374	375	376			39	9	3		
Kim Quang B¾c Kinh Chi Méng	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	Trang bÞ Hoµng Kim	3	49999	10																						36	90											129	130					39	9	4		
Kim Quang B¹ch Kim Yªu §¸i	0	6	1	\spr\item\equip\sash\obj-sash20.spr	33	2	1	Trang bÞ Hoµng Kim	2	49999	10	30	140	140	31	15	15																36	90	32	164									407	388	399	405	408	413	39	9	5		
Kim Quang Thiªn Tµm Hé UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle20.spr	34	1	2	Trang bÞ Hoµng Kim	3	49999	10	30	111	111	31	20	20																36	90	32	100									409	378	399	400	410		39	9	6		
Kim Quang Ngò S¾c Ngäc Béi	0	9	1	\spr\item\equip\waist\obj-waist15.spr	36	1	2	Trang bÞ Hoµng Kim	3	49999	5																						36	90											384	385	386				39	9	7		
Kim Quang Thiªn Tµm Ngoa	0	5	1	\spr\item\equip\boots\obj-shoes10.spr	26	2	2	Trang bÞ Hoµng Kim	2	49999	10	30	140	140	31	20	20																36	90	32	164									411	388	404	405	412		39	9	8		
Kim Quang Nh· §iÓn Chi Hån	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	Trang bÞ Hoµng Kim	2	49999	10																						36	90											129	130					39	9	9		
Kim Quang B«n L«i Toµn Long Th­¬ng	0	0	3	\spr\item\equip\closeweapon\obj-spear04.spr	12	1	4	Trang bÞ Hoµng Kim	2	49999	10	28	18	18	29	158	158	167	30	30	31	99	99										36	90	32	165	33	165	39	1					392	393	394	395	396	397	39	9	10		
Hång ¶nh ThÈm Viªn UyÓn	0	4	1	\spr\item\equip\nick\obj-neck09.spr	26	2	1	B¶o vËt næi tiÕng thêi Tèng	1	49999	10																						36	0											415	414					40	4	1		
Hång ¶nh KiÕm Bµi	0	3	0	\spr\item\equip\ring\obj-ring01.spr	37	1	1	1 trong 13 miÕng lÖnh bµi mËt s¸t Nh¹c Phi ngµy tr­íc	2	49999	10																						36	0											314	414	6				40	4	2		
Hång ¶nh Môc Tóc	0	3	0	\spr\item\equip\ring\obj-ring02.spr	37	1	1	"VËt phÈm nhiÖm vô, bªn trong Èn chøa nhiÒu bÝ mËt"	4	49999	10																						36	0											314	414	6				40	4	3		
Hång ¶nh Tô Chiªu	0	9	1	\spr\item\equip\waist\obj-waist09.spr	36	1	2	Mét vËt phÈm ®­îc chÕ t¹o theo vµo nh÷ng truyÒn thuyÕt thÇn bÝ	3	49999	10																						36	0											314	414	6				40	4	4		
TuÖ Thanh	0	3	0	\spr\item\equip\ring\obj-ring04.spr	37	1	1	"TuÖ thanh diÖu gi¶i minh thiÒn t©m, khø lai v« ý tïy l­u v©n."	2	49999	6																						38	1											429	130	430				41	2	1		
Duyªn Qu©n	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	"Thñ thø hoa tïng l·n håi cè, b¸n duyªn tu ®¹o b¸n duyªn qu©n."	2	49999	9																						38	0											429	130	430				41	2	2		
[Hoµn Mü] An Bang B¨ng Tinh Th¹ch H¹ng Liªn	0	4	0	\Spr\item\equip\nick\obj-neck07.spr	36	2	1	Trang bÞ Hoµng Kim	4	49999	10																						36	85											310	433					34	4	1		
[Hoµn Mü] An Bang Cóc Hoa Th¹ch ChØ Hoµn	0	3	0	\Spr\item\equip\ring\obj-ring07.spr	37	1	1	Trang bÞ Hoµng Kim	2	49999	8																						36	80											6	312	431				34	4	2		
[Hoµn Mü] An Bang §iÒn Hoµng Th¹ch Ngäc Béi	0	9	1	\Spr\item\equip\waist\obj-waist18.spr	36	1	2	Trang bÞ Hoµng Kim	1	49999	8																						36	75											6	313	432				34	4	3		
[Hoµn Mü] An Bang Kª HuyÕt Th¹ch Giíi ChØ	0	3	0	\Spr\item\equip\ring\obj-ring06.spr	37	1	1	Trang bÞ Hoµng Kim	3	49999	8																						36	80											6	311	431				34	4	4		
Vinh DiÖu Chi Y	0	2	9	\Spr\item\equip\armor\obj-ma-cloth11-3.spr	22	2	3	"Bé hoµng kim WC 2010.<enter> Vinh DiÖu Chi Y, Dòng T©m VÖ §¹o<color>"	0	49999	10	30	720	720	31	100	100																36	60											434	405	435				42	2	1		
Tinh ChuÈn Chi Ngoa	0	5	1	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	"Bé hoµng kim WC 2010.<enter>Tinh ChuÈn Chi Ngoa,  tiªu diªu tø h¶i<color>"	0	49999	10	30	160	160	31	100	100																36	60											436	400	412				42	2	2		
An Bang B¨ng Tinh Th¹ch H¹ng Liªn	0	4	0	\Spr\item\equip\nick\obj-neck07.spr	36	2	1	Trang bÞ Hoµng Kim	4	49999	10																						36	85											550						34	4	1		
An Bang Cóc hoa Th¹ch chØ hoµn	0	3	0	\Spr\item\equip\ring\obj-ring07.spr	37	1	1	Trang bÞ Hoµng Kim	2	49999	8																						36	80											551	552					34	4	2		
An Bang §iÒn Hoµng th¹ch ngäc béi	0	9	1	\Spr\item\equip\waist\obj-waist18.spr	36	1	2	Trang bÞ Hoµng Kim	1	49999	8																						36	75											551	553					34	4	3		
An Bang Kª HuyÕt Th¹ch Giíi ChØ	0	3	0	\Spr\item\equip\ring\obj-ring06.spr	37	1	1	Trang bÞ Hoµng Kim	3	49999	8																						36	80											551	554					34	4	4		
[§Þnh thêi] Méng Long ChÝnh Hoµng T¨ng M·o	0	7	0	\spr\item\equip\cap\obj-ma-cap03-3.spr	28	2	2	Trang bÞ Hoµng Kim	1	1000	10	30	360	360	31	85	85																36	90	32	160	39	0							2	171	323	173	6	155					
[§Þnh thêi] Méng Long Kim Ty ChÝnh Hång Cµ Sa	0	2	0	\spr\item\equip\armor\obj-ma-cloth03-3.spr	22	2	3	Trang bÞ Hoµng Kim	2	1000	10	30	720	720	31	90	90																36	99	32	260	39	0							409	490	491	492	493	494					
[§Þnh thêi] HuyÒn ThiÕt Ph¸t §¸i	0	6	0	\spr\item\equip\sash\obj-sash06.spr	33	2	1	Trang bÞ Hoµng Kim	0	1000	10	30	160	160	31	80	80																36	95	32	135	39	0							418	309	172	311	416	417					
[§Þnh thêi] PhËt Ph¸p HuyÒn Béi	0	9	1	\spr\item\equip\waist\obj-waist18.spr	36	1	2	Trang bÞ Hoµng Kim	4	1000	10																						36	80	39	0									129	130									
[§Þnh thêi] Méng Long §¹t Ma T¨ng Hµi	0	5	0	\spr\item\equip\boots\obj-shoes04.spr	26	2	2	Trang bÞ Hoµng Kim	3	1000	10	30	160	160	31	80	80																36	85	32	135	39	0							2	104	6	311							
[§Þnh thêi] Phôc Ma Tö Kim C«n	0	0	2	\spr\item\equip\closeweapon\obj-staff13.spr	11	1	4	Trang bÞ Hoµng Kim	0	1000	10	28	69	69	29	128	128	167	-10	-10	31	99	99										36	99	32	180	39	0							445	446	447	448	449	450					
[§Þnh thêi] Phôc Ma HuyÒn Hoµng Cµ Sa	0	2	0	\spr\item\equip\armor\obj-ma-cloth03-2.spr	22	2	3	Trang bÞ Hoµng Kim	4	1000	10	30	720	720	31	90	90																36	90	32	260	39	0							2	306	175	307							
[§Þnh thêi] Phôc Ma ¤ Kim NhuyÔn Thao	0	6	0	\spr\item\equip\sash\obj-sash07.spr	33	2	1	Trang bÞ Hoµng Kim	3	1000	10	30	160	160	31	80	80																36	85	32	135	39	0							418	309	177	311	416	417					
[§Þnh thêi] Phôc Ma PhËt T©m NhuyÔn KhÊu	0	9	1	\spr\item\equip\waist\obj-waist19.spr	36	1	2	Trang bÞ Hoµng Kim	1	1000	10																						36	80	39	0									129	130									
